,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
25457,319642149,2019-12-21,"['email', 'phone']",5.0,f,100%,
25460,3044041,2012-07-24,"['email', 'phone']",2.0,t,100%,
25461,346364657,2020-05-15,"['email', 'phone']",1.0,f,100%,
25462,126503835,2017-04-18,"['email', 'phone']",4.0,f,98%,
25465,79344908,2016-06-22,"['email', 'phone']",4.0,f,100%,
25466,154714898,2017-10-15,"['email', 'phone']",1.0,t,100%,"New York, United States"
25467,97172649,2016-09-28,"['email', 'phone', 'work_email']",6.0,f,,"New York, United States"
25468,24259346,2014-11-28,"['email', 'phone']",1.0,f,,
25469,504070879,2023-03-05,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
25471,524718007,2023-07-09,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25472,15872365,2014-05-22,"['email', 'phone']",4.0,t,100%,"Queens, New York, United States"
25473,411760614,2021-07-08,"['email', 'phone']",3.0,f,100%,"New York, United States"
25474,2215648,2012-04-24,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
25475,16686968,2014-06-11,"['email', 'phone']",1.0,f,,"New York, United States"
25476,128579948,2017-05-02,"['email', 'phone']",7.0,t,100%,"New York, United States"
25481,478751274,2022-09-08,"['email', 'phone']",1.0,t,100%,
25482,2947857,2012-07-15,"['email', 'phone']",1.0,f,,"New York, United States"
25483,8715723,2013-09-08,"['email', 'phone', 'work_email']",9.0,f,100%,"New York, United States"
25484,495161470,2023-01-09,"['email', 'phone']",2.0,f,100%,"The Bronx, New York, United States"
25485,266922477,2019-06-07,['phone'],1.0,f,100%,
25486,41202903,2015-08-11,"['email', 'phone']",2.0,t,100%,"New York, United States"
25487,25549229,2015-01-03,"['email', 'phone', 'work_email']",4.0,t,100%,"Brooklyn, New York, United States"
25488,4327100,2012-12-04,"['email', 'phone', 'work_email']",2.0,f,100%,
25489,45955013,2015-10-07,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
25490,132174119,2017-05-27,"['email', 'phone']",10.0,,100%,"Brooklyn , New York, United States"
25491,2806561,2012-07-02,"['email', 'phone']",6.0,t,100%,"Brooklyn, New York, United States"
25492,108286255,2016-12-23,"['email', 'phone']",1.0,f,100%,
25493,13938911,2014-04-06,"['email', 'phone']",1.0,f,0%,
25494,89022528,2016-08-09,"['email', 'phone']",1.0,f,100%,"New York, United States"
25495,2903840,2012-07-11,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25496,41569775,2015-08-15,"['email', 'phone']",2.0,f,0%,"Mount Vernon, New York, United States"
25497,25906862,2015-01-10,"['email', 'phone']",5.0,f,,
25498,41426347,2015-08-13,"['email', 'phone']",4.0,f,,
25499,506779,2011-04-13,"['email', 'phone']",3.0,t,100%,"New York, United States"
25501,20170794,2014-08-17,"['email', 'phone']",5.0,t,100%,"New York, United States"
25502,244438661,2019-02-20,"['email', 'phone']",3.0,f,,
25503,3633413,2012-09-21,"['email', 'phone']",4.0,f,30%,
25504,47411697,2015-10-25,"['email', 'phone']",1.0,t,100%,"New York, United States"
25505,28384224,2015-02-26,"['email', 'phone']",2.0,t,100%,
25506,4143186,2012-11-13,"['email', 'phone']",5.0,t,100%,"Brooklyn, New York, United States"
25508,397243580,2021-04-16,"['email', 'phone']",6.0,f,88%,
25509,1286417,2011-10-13,"['email', 'phone']",1.0,t,100%,
25510,997892,2011-08-20,"['email', 'phone']",7.0,f,,
25511,358151054,2020-07-24,"['email', 'phone']",2.0,t,100%,"The Bronx, New York, United States"
25512,306654226,2019-11-03,"['email', 'phone']",16.0,t,90%,
25513,459638238,2022-05-17,['phone'],2.0,f,80%,"Brooklyn, New York, United States"
25514,529678261,2023-08-03,"['email', 'phone']",1.0,f,100%,
25515,40120855,2015-07-31,"['email', 'phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
25516,55567227,2016-01-21,"['email', 'phone']",3.0,t,100%,"New York, United States"
25517,1787313,2012-02-21,"['email', 'phone']",2.0,f,,"New York, United States"
25518,56916811,2016-01-31,"['email', 'phone']",6.0,f,100%,
25523,518997746,2023-06-08,"['email', 'phone']",1.0,f,96%,"Brooklyn, New York, United States"
25524,6133754,2013-04-28,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
25525,3129460,2012-08-01,"['email', 'phone', 'work_email']",11.0,f,100%,"New York, United States"
25526,51913277,2015-12-21,"['email', 'phone']",8.0,t,100%,"Brooklyn, New York, United States"
25533,534647798,2023-08-30,"['email', 'phone']",1.0,f,,
25534,346455011,2020-05-16,"['email', 'phone']",1.0,f,100%,"New York, United States"
25535,7150361,2013-06-27,"['email', 'phone', 'work_email']",3.0,f,100%,"New York, United States"
25536,85529752,2016-07-23,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
25537,13297495,2014-03-19,"['email', 'phone']",1.0,t,100%,
25538,267860635,2019-06-11,['phone'],1.0,f,90%,"New York, United States"
25539,192649658,2018-05-31,"['email', 'phone']",1.0,f,100%,"Queens, New York, United States"
25540,348619646,2020-06-03,"['email', 'phone']",59.0,f,100%,
25593,197372149,2018-06-22,['phone'],4.0,f,83%,"New York, United States"
25596,466783694,2022-06-29,"['email', 'phone']",19.0,f,100%,"New York, United States"
25597,2195853,2012-04-22,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
25598,36093196,2015-06-17,['phone'],3.0,f,100%,"Queens, New York, United States"
25600,51426261,2015-12-15,"['email', 'phone', 'work_email']",1.0,t,100%,"New York, United States"
25601,213181307,2018-09-02,"['email', 'phone']",2.0,f,100%,
25603,479823248,2022-09-16,"['email', 'phone']",1.0,t,100%,
25604,467064305,2022-07-01,"['email', 'phone']",5.0,f,93%,
25605,6294995,2013-05-08,"['email', 'phone']",1.0,f,100%,"New York, United States"
25606,102383709,2016-11-03,"['email', 'phone']",2.0,f,100%,"New York, United States"
25608,24973811,2014-12-18,"['email', 'phone']",1.0,f,,
25609,284563606,2019-08-10,"['email', 'phone']",4.0,f,100%,
25613,492145349,2022-12-20,"['email', 'phone']",4.0,t,100%,"The Bronx, New York, United States"
25614,32643095,2015-05-05,"['email', 'phone', 'work_email']",1.0,t,100%,"Brooklyn, New York, United States"
25615,9197353,2013-10-02,"['email', 'phone', 'work_email']",1.0,f,,
25616,745486,2011-06-26,"['email', 'phone']",1.0,t,100%,"New York, United States"
25617,5361360,2013-03-07,"['email', 'phone']",1.0,f,,"New York, United States"
25618,303133969,2019-10-18,"['email', 'phone']",7.0,f,96%,"New York, United States"
25625,181372846,2018-03-29,"['email', 'phone']",2.0,t,100%,
25627,988350,2011-08-18,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
25628,35581556,2015-06-11,"['email', 'phone']",1.0,f,,
25629,38294027,2015-07-12,"['email', 'phone', 'work_email']",2.0,f,,"New York, United States"
25630,2215854,2012-04-24,"['email', 'phone']",1.0,t,100%,
25631,436705188,2021-12-19,"['email', 'phone']",1.0,f,,
25632,265109,2010-10-18,"['email', 'phone']",2.0,f,100%,
25633,520189,2011-04-19,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
25634,162109689,2017-12-10,"['email', 'phone']",4.0,t,100%,
25637,217601166,2018-09-27,"['email', 'phone']",1.0,f,100%,
25638,130035533,2017-05-12,"['email', 'phone']",1.0,t,100%,
25639,2928701,2012-07-13,"['email', 'phone']",4.0,f,100%,"New York, United States"
25643,8439929,2013-08-26,['phone'],4.0,t,100%,"Brooklyn, New York, United States"
25644,314582,2010-12-09,"['email', 'phone']",4.0,t,100%,
25646,129009415,2017-05-05,"['email', 'phone']",2.0,f,100%,
25647,481864527,2022-10-02,"['email', 'phone']",2.0,f,50%,
25648,44837740,2015-09-22,"['email', 'phone']",2.0,f,,"New York, United States"
25650,5644215,2013-03-27,"['email', 'phone']",5.0,t,100%,"Brooklyn, New York, United States"
25651,33386619,2015-05-14,"['email', 'phone']",2.0,t,100%,"Queens, New York, United States"
25652,25856942,2015-01-09,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
25653,238750007,2019-01-24,"['email', 'phone']",3.0,f,86%,"New York, United States"
25655,35914632,2015-06-15,"['email', 'phone']",1.0,f,,"New York, United States"
25656,346579486,2020-05-17,"['email', 'phone']",1.0,t,100%,"The Bronx, New York, United States"
25657,6621587,2013-05-28,"['email', 'phone', 'work_email']",1.0,t,100%,"Brooklyn, New York, United States"
25658,41162483,2015-08-11,"['email', 'phone']",1.0,f,100%,
25659,478092813,2022-09-04,"['email', 'phone']",3.0,f,,
25661,5073789,2013-02-13,"['email', 'phone']",5.0,t,100%,"Brooklyn, New York, United States"
25662,308930,2010-12-03,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25663,27460818,2015-02-09,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
25664,526805,2011-04-21,"['email', 'phone']",1.0,t,100%,
25665,40820275,2015-08-07,"['email', 'phone']",1.0,f,100%,
25666,33205064,2015-05-12,"['email', 'phone']",1.0,f,49%,"New York, United States"
25667,1601454,2012-01-12,"['email', 'phone']",2.0,f,100%,"New York, United States"
25668,62954695,2016-03-14,"['email', 'phone']",4.0,f,100%,
25669,4374433,2012-12-10,"['email', 'phone']",5.0,f,,
25670,2303270,2012-05-06,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
25671,45845050,2015-10-05,"['email', 'phone']",4.0,f,100%,"Jackson Heights , New York, United States"
25673,280388194,2019-07-29,"['email', 'phone', 'work_email']",3.0,f,100%,"Brooklyn, New York, United States"
25676,386678438,2021-01-30,"['email', 'phone']",7.0,t,100%,"New York, United States"
25678,146821560,2017-08-19,"['email', 'phone']",3.0,f,,"New York, United States"
25679,22730721,2014-10-19,"['email', 'phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
25680,501134743,2023-02-14,"['email', 'phone']",9.0,f,100%,
25682,269311516,2019-06-17,"['email', 'phone']",3.0,f,80%,"New York, United States"
25684,37435755,2015-07-03,"['email', 'phone', 'work_email']",4.0,f,,"Brooklyn, New York, United States"
25686,2050523,2012-04-01,"['email', 'phone']",4.0,f,33%,
25688,13833292,2014-04-02,"['email', 'phone']",2.0,f,,"New York, United States"
25689,30643058,2015-04-05,"['email', 'phone']",3.0,t,100%,"New York, United States"
25690,229489983,2018-12-06,"['email', 'phone', 'work_email']",3.0,t,100%,"New York, United States"
25691,33420052,2015-05-15,"['email', 'phone', 'work_email']",2.0,f,100%,"Brooklyn, New York, United States"
25692,24109763,2014-11-24,"['email', 'phone']",8.0,,100%,
25693,4548229,2013-01-01,"['email', 'phone']",5.0,f,100%,"New York, United States"
25696,145199414,2017-08-09,"['email', 'phone']",4.0,t,100%,
25697,20279153,2014-08-19,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25698,80554613,2016-06-28,"['email', 'phone', 'work_email']",1.0,f,0%,
25699,2051075,2012-04-01,"['email', 'phone']",6.0,t,100%,"Brooklyn, New York, United States"
25700,44887928,2015-09-23,"['email', 'phone']",1.0,f,,"New York, United States"
25701,2518984,2012-06-01,"['email', 'phone']",2.0,t,100%,"New York, United States"
25703,9685977,2013-10-28,['phone'],1.0,f,,"New York, United States"
25704,8314570,2013-08-21,"['email', 'phone']",2.0,f,90%,"New York, United States"
25705,11725608,2014-01-28,"['email', 'phone']",2.0,f,100%,"New York, United States"
25707,21422357,2014-09-16,"['email', 'phone']",6.0,f,100%,"Brooklyn, New York, United States"
25708,10212139,2013-11-23,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
25709,2206491,2012-04-23,"['email', 'phone']",4.0,f,75%,
25711,372755385,2020-10-21,"['email', 'phone']",4.0,f,100%,
25713,100358374,2016-10-19,"['email', 'phone']",1.0,f,100%,"New York, United States"
25714,35919822,2015-06-15,"['email', 'phone']",1.0,f,,
25715,442029804,2022-01-25,"['email', 'phone']",2888.0,f,99%,"New York, United States"
25755,484178441,2022-10-18,"['email', 'phone']",3.0,t,100%,"Brooklyn, New York, United States"
25757,2205455,2012-04-23,"['email', 'phone', 'work_email']",5.0,f,100%,"New York, United States"
25758,16617981,2014-06-10,"['email', 'phone']",3.0,f,,
25759,6499364,2013-05-21,"['email', 'phone', 'work_email']",1.0,f,83%,"New York, United States"
25760,340069774,2020-03-03,['phone'],2.0,t,100%,"New York, United States"
25761,10451389,2013-12-05,"['email', 'phone']",1.0,f,100%,
25762,394409000,2021-03-27,"['email', 'phone']",1.0,t,100%,"New York, United States"
25763,16356851,2014-06-04,"['email', 'phone', 'work_email']",2.0,t,100%,"Brooklyn, New York, United States"
25764,105717256,2016-11-30,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
25765,259066380,2019-04-30,"['email', 'phone', 'work_email']",17.0,f,100%,"New York, United States"
25773,27204642,2015-02-04,"['email', 'phone']",1.0,t,100%,"New York, United States"
25774,171051361,2018-02-01,"['email', 'phone']",9.0,f,100%,"Brooklyn, New York, United States"
25777,40867860,2015-08-08,"['email', 'phone']",3.0,f,100%,
25778,120762452,2017-03-14,"['email', 'phone', 'work_email']",86.0,f,60%,"New York, United States"
25861,6390340,2013-05-14,"['email', 'phone']",1.0,f,,
25862,779474,2011-07-05,"['email', 'phone', 'work_email']",3.0,t,90%,"New York, United States"
25864,296787187,2019-09-21,"['email', 'phone']",1.0,t,100%,"Brooklyn , New York, United States"
25865,11260510,2014-01-13,"['email', 'phone']",2.0,f,100%,"Brooklyn, New York, United States"
25866,8133558,2013-08-13,"['email', 'phone']",3.0,f,,
25868,23827868,2014-11-16,"['email', 'phone']",11.0,f,50%,"New York, United States"
25871,1873830,2012-03-06,"['email', 'phone']",3.0,f,100%,"New York, United States"
25872,330698734,2020-01-25,['phone'],1.0,f,100%,
25873,303481918,2019-10-20,"['email', 'phone']",1.0,t,100%,"The Bronx, New York, United States"
25874,497952874,2023-01-25,"['email', 'phone']",1.0,f,,
25875,126646007,2017-04-19,"['email', 'phone']",2.0,t,100%,
25877,39161138,2015-07-21,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25878,44760213,2015-09-21,"['email', 'phone']",2.0,t,100%,"New York, United States"
25879,98853519,2016-10-08,"['email', 'phone']",1.0,f,100%,
25880,371972456,2020-10-14,"['email', 'phone']",107.0,t,95%,
25981,50008174,2015-11-27,"['email', 'phone']",1.0,f,89%,
25982,517748283,2023-06-01,"['email', 'phone']",1.0,f,,
25983,35997540,2015-06-16,"['email', 'phone']",2.0,f,,"New York, United States"
25984,3861392,2012-10-14,"['email', 'phone', 'work_email']",1.0,t,100%,"Queens, New York, United States"
25985,56373916,2016-01-27,"['email', 'phone']",1.0,f,80%,"New York, United States"
25986,13324910,2014-03-19,"['email', 'phone']",8.0,f,100%,"New York, United States"
25987,7186661,2013-06-29,"['email', 'phone']",3.0,f,,
25988,38392850,2015-07-13,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
25989,4129805,2012-11-12,"['email', 'phone']",9.0,f,96%,
25994,22733486,2014-10-19,"['email', 'phone']",2.0,f,100%,"New York, United States"
25996,131476075,2017-05-22,"['email', 'phone']",8.0,f,100%,"Brooklyn, New York, United States"
26004,430380865,2021-11-04,"['email', 'phone']",1.0,t,100%,
26005,223368075,2018-10-30,"['email', 'phone']",1.0,t,100%,
26006,23255533,2014-11-02,"['email', 'phone']",1.0,f,100%,
26007,746552,2011-06-26,"['email', 'phone']",2.0,f,,
26008,15271110,2014-05-08,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
26009,283338112,2019-08-06,"['email', 'phone']",2.0,t,100%,"Bronx, New York, United States"
26010,325994,2010-12-23,"['email', 'phone']",1.0,f,71%,"Brooklyn, New York, United States"
26011,33188,2009-08-22,"['email', 'phone']",4.0,f,100%,"Brooklyn, New York, United States"
26014,8304751,2013-08-21,"['email', 'phone', 'work_email']",3.0,t,100%,"Brooklyn, New York, United States"
26015,1596626,2012-01-11,"['email', 'phone']",3.0,t,100%,
26016,1432322,2011-11-22,"['email', 'phone']",2.0,t,100%,"Brooklyn, New York, United States"
26018,440060338,2022-01-11,['phone'],3.0,f,0%,"Brooklyn, New York, United States"
26019,27431753,2015-02-08,"['email', 'phone']",4.0,t,100%,"Queens, New York, United States"
26021,475205333,2022-08-15,['phone'],2.0,f,100%,
26022,257995608,2019-04-25,"['email', 'phone']",11.0,f,100%,"New York, United States"
26032,9285314,2013-10-07,"['email', 'phone']",6.0,t,100%,"Brooklyn, New York, United States"
26034,1600541,2012-01-12,"['email', 'phone', 'work_email']",6.0,f,100%,"New York, United States"
26035,490250671,2022-12-04,['phone'],1.0,t,100%,
26036,6911276,2013-06-14,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26037,301884869,2019-10-12,"['email', 'phone']",2.0,f,,
26038,452459370,2022-04-02,"['email', 'phone']",2.0,f,50%,
26039,455836343,2022-04-24,"['email', 'phone']",1.0,f,100%,
26040,380290574,2020-12-15,"['email', 'phone']",3.0,,100%,"New York, United States"
26042,217599707,2018-09-27,"['email', 'phone']",1.0,f,,
26043,386896345,2021-02-01,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
26044,3951033,2012-10-23,"['email', 'phone']",4.0,t,100%,
26045,484159181,2022-10-18,['phone'],22.0,t,99%,
26049,56283770,2016-01-26,"['email', 'phone']",8.0,t,100%,"New York, United States"
26055,4835177,2013-01-24,"['email', 'phone']",3.0,f,100%,"Queens, New York, United States"
26056,1345769,2011-10-28,"['email', 'phone']",1.0,f,88%,"New York, United States"
26057,271035656,2019-06-24,['phone'],1.0,f,100%,"Brooklyn, New York, United States"
26058,4148248,2012-11-14,"['email', 'phone']",3.0,t,100%,"Brooklyn, New York, United States"
26060,3609819,2012-09-18,"['email', 'phone']",1.0,f,75%,"Brooklyn, New York, United States"
26061,261560877,2019-05-13,"['email', 'phone']",2.0,t,100%,
26062,1381171,2011-11-07,['phone'],1.0,f,0%,
26063,425038091,2021-09-28,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
26064,254423425,2019-04-09,"['email', 'phone']",12.0,f,100%,
26065,181160424,2018-03-28,"['email', 'phone']",1.0,f,0%,
26066,3179968,2012-08-06,"['email', 'phone']",6.0,t,100%,"Queens, New York, United States"
26067,32583105,2015-05-04,"['email', 'phone']",1.0,f,100%,"New York, United States"
26068,6911764,2013-06-14,"['email', 'phone']",2.0,f,100%,
26069,34780872,2015-06-01,"['email', 'phone']",1.0,f,,
26070,78756622,2016-06-20,['phone'],1.0,f,,"Brooklyn, New York, United States"
26071,257606572,2019-04-23,"['email', 'phone']",1.0,f,100%,"New York, United States"
26072,159437398,2017-11-20,"['email', 'phone']",1.0,f,100%,
26073,39449252,2015-07-24,"['email', 'phone']",1.0,f,90%,
26074,481817742,2022-10-01,['phone'],1.0,f,80%,"New York, United States"
26075,39725165,2015-07-27,"['email', 'phone']",1.0,f,,"New York, United States"
26076,65483041,2016-04-02,"['email', 'phone']",1.0,f,,
26077,423356160,2021-09-16,"['email', 'phone']",1.0,f,100%,
26078,145801588,2017-08-13,"['email', 'phone']",12.0,f,100%,
26079,55339775,2016-01-19,['phone'],1.0,f,,
26080,20914464,2014-09-03,"['email', 'phone']",4.0,t,100%,"Brooklyn, New York, United States"
26081,62328018,2016-03-09,"['email', 'phone']",3.0,f,,"New York, United States"
26082,83333226,2016-07-12,"['email', 'phone']",3.0,f,,"Bronx, New York, United States"
26083,259365836,2019-05-02,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26084,25168328,2014-12-24,"['email', 'phone']",1.0,f,,"New York, United States"
26085,20069770,2014-08-15,"['email', 'phone']",1.0,f,,
26086,3011180,2012-07-21,"['email', 'phone']",2.0,f,86%,
26087,3245431,2012-08-13,"['email', 'phone']",3.0,f,100%,"New York, United States"
26089,61849126,2016-03-06,"['email', 'phone']",2.0,f,100%,"New York, United States"
26090,168988812,2018-01-20,"['email', 'phone']",1.0,f,,"Queens , New York, United States"
26091,206954368,2018-08-02,"['email', 'phone']",1.0,f,,
26092,108836422,2016-12-28,"['email', 'phone']",1.0,f,,
26093,72205340,2016-05-15,"['email', 'phone']",2.0,f,100%,
26094,17763535,2014-07-07,"['email', 'phone']",1.0,f,,
26095,14934881,2014-04-30,"['email', 'phone']",1.0,f,,
26096,131886,2010-05-25,"['email', 'phone']",4.0,f,,"Brooklyn, New York, United States"
26097,86132928,2016-07-26,"['email', 'phone']",1.0,f,,
26098,4990142,2013-02-06,"['email', 'phone', 'work_email']",3.0,f,100%,"LIC, New York, United States"
26099,75916476,2016-06-05,"['email', 'phone']",2.0,f,,
26100,68217730,2016-04-21,['phone'],1.0,f,,
26101,296574695,2019-09-20,"['email', 'phone']",16.0,f,,
26104,12462016,2014-02-22,"['email', 'phone']",2.0,f,,
26105,83627325,2016-07-13,"['email', 'phone']",4.0,f,,"Queens, New York, United States"
26109,46224196,2015-10-10,"['email', 'phone', 'work_email']",1.0,f,,
26110,255980743,2019-04-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26111,467927303,2022-07-06,"['email', 'phone']",3.0,f,100%,
26114,19056507,2014-07-28,"['email', 'phone']",1.0,f,,"New York, United States"
26115,171107511,2018-02-01,"['email', 'phone']",1.0,f,,"East Elmhurst , New York, United States"
26116,290520510,2019-08-31,['phone'],2.0,f,,
26117,5564276,2013-03-21,"['email', 'phone', 'work_email']",4.0,f,,"Brooklyn, New York, United States"
26118,517568992,2023-05-31,"['email', 'phone']",6.0,f,88%,
26124,5017615,2013-02-08,"['email', 'phone', 'work_email']",1.0,f,,
26125,26557574,2015-01-22,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
26126,22540706,2014-10-14,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26127,12341802,2014-02-18,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26128,40498479,2015-08-04,"['email', 'phone']",1.0,f,,
26129,19462782,2014-08-04,"['email', 'phone']",1.0,f,,
26130,2543296,2012-06-04,"['email', 'phone']",3.0,f,,
26131,34999969,2015-06-04,"['email', 'phone']",3.0,f,,"Ridgewood, New York, United States"
26132,6382046,2013-05-14,"['email', 'phone']",1.0,t,,"Brooklyn, New York, United States"
26133,10620037,2013-12-14,"['email', 'phone']",3.0,f,90%,"New York, United States"
26134,20907226,2014-09-03,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26135,8662157,2013-09-06,"['email', 'phone', 'work_email']",3.0,f,,"New York, United States"
26136,11930874,2014-02-04,"['email', 'phone']",3.0,f,,"New York, United States"
26137,27589508,2015-02-11,"['email', 'phone']",1.0,t,100%,"New York, United States"
26138,66574216,2016-04-10,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
26139,1655982,2012-01-26,"['email', 'phone']",5.0,f,,
26140,291873184,2019-09-04,"['email', 'phone']",1.0,f,,
26141,12303720,2015-08-04,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26142,18881301,2014-07-25,"['email', 'phone']",1.0,f,,
26143,109716638,2017-01-03,"['email', 'phone']",1.0,f,,
26144,436960239,2021-12-21,"['email', 'phone']",2.0,f,,"New York, United States"
26145,389697794,2021-02-22,"['email', 'phone']",1030.0,t,99%,"New York, United States"
26165,158087989,2017-11-09,['phone'],1.0,f,,
26166,25401356,2014-12-30,"['email', 'phone']",2.0,f,,"New York, United States"
26167,64996921,2016-03-30,"['email', 'phone']",2.0,f,70%,"New York, United States"
26168,68139079,2016-04-20,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26169,6119933,2013-04-27,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
26170,185187715,2018-04-19,"['email', 'phone']",1.0,f,100%,
26171,22770300,2014-10-20,"['email', 'phone', 'work_email']",1.0,f,,
26172,55302128,2016-01-19,"['email', 'phone']",2.0,f,,
26173,35390592,2015-06-09,"['email', 'phone']",1.0,f,,"New York, United States"
26174,75853911,2016-06-05,"['email', 'phone']",1.0,f,,"New York, United States"
26175,157825168,2017-11-07,[],1.0,f,,
26176,242967001,2019-02-13,"['email', 'phone']",1.0,t,100%,
26177,347139856,2020-05-22,"['email', 'phone', 'work_email']",1.0,f,,
26178,3663218,2012-09-24,"['email', 'phone']",3.0,f,,
26180,25295888,2014-12-28,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26181,32503657,2015-05-03,"['email', 'phone']",2.0,f,,
26182,13754273,2014-03-31,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26183,16879147,2014-06-16,"['email', 'phone']",1.0,t,100%,"New York, United States"
26184,23715762,2014-11-13,"['email', 'phone']",2.0,f,,
26185,57162807,2016-02-02,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26186,112452087,2017-01-20,"['email', 'phone']",7.0,f,,"New York, United States"
26188,24300850,2014-11-29,"['email', 'phone', 'work_email']",1.0,f,100%,"New York, United States"
26189,260258030,2019-05-06,"['email', 'phone']",4.0,f,,
26190,38670785,2015-07-16,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
26191,169704873,2018-01-24,"['email', 'phone']",1.0,f,,"New York, United States"
26192,106633183,2016-12-08,"['email', 'phone']",1.0,f,57%,"New York, United States"
26193,5440087,2013-03-12,"['email', 'phone']",2.0,f,,"New York, United States"
26195,24018769,2014-11-21,"['email', 'phone']",2.0,f,,
26196,133453273,2017-06-04,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
26197,148545,2010-06-20,"['email', 'phone']",1.0,f,,"New York, United States"
26198,7375767,2013-07-09,"['email', 'phone']",1.0,f,,
26199,32919123,2015-05-08,"['email', 'phone']",1.0,f,,"New York, United States"
26200,24517667,2014-12-05,"['email', 'phone']",3.0,t,100%,
26201,25468442,2015-01-01,"['email', 'phone']",1.0,f,,
26202,3372562,2012-08-25,"['email', 'phone']",1.0,f,80%,"New York, United States"
26203,156833182,2017-10-30,"['email', 'phone']",1.0,f,,
26204,15853933,2014-05-22,"['email', 'phone']",3.0,f,,"Queens, New York, United States"
26205,4185984,2012-11-18,"['email', 'phone']",1.0,f,,"New York, United States"
26206,479432,2011-04-02,"['email', 'phone']",2.0,f,,
26207,293569524,2019-09-10,['phone'],2.0,f,,
26208,79162651,2016-06-21,"['email', 'phone']",1.0,f,,"New York, United States"
26209,25379501,2014-12-30,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26210,18066933,2014-07-13,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
26211,34546087,2015-05-29,"['email', 'phone', 'work_email']",1.0,f,,"Queens, New York, United States"
26212,171154086,2018-02-01,"['email', 'phone']",1.0,f,,
26213,12151986,2014-02-11,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
26214,48960226,2015-11-13,"['email', 'phone']",2.0,f,,
26215,297498338,2019-09-23,"['email', 'phone']",1.0,f,,
26216,4392420,2012-12-12,"['email', 'phone', 'work_email']",3.0,f,,
26217,40151792,2015-07-31,"['email', 'phone']",1.0,f,,"New York, United States"
26218,179805100,2018-03-21,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26219,84632856,2016-07-19,"['email', 'phone']",1.0,f,,"New York, United States"
26220,1630247,2012-01-20,"['email', 'phone']",1.0,f,,
26221,217852396,2018-09-29,"['email', 'phone']",2.0,f,,
26222,21256980,2014-09-12,"['email', 'phone']",1.0,f,,
26223,15218314,2014-05-07,"['email', 'phone']",1.0,f,,
26224,256012654,2019-04-15,"['email', 'phone']",2.0,f,,
26225,465997520,2022-06-25,"['email', 'phone']",1.0,t,100%,"Brooklyn, New York, United States"
26226,35075473,2015-06-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
26227,39455276,2015-07-24,"['email', 'phone']",3.0,f,90%,
